text,text_sentiment
Everyone posting them pictures with  you're the reason the feds out here bustin down the market. I'm still gonna be here when all the PPP hustlers are out the game__ ijk __ I'm glad you're in the market too.  #pro #trader #cryptocrash #NFT #stockmarketcrash #theskyisfalling,1
"You must to have a vision for a long term, if you are operating a bounce or a boost, if you are doing a trade or acumulating... how many time could to last this crisis.#bearmarket #btc #ETH #Ethereum #Bitcoin #sp500 #spx #bearmarket",1
"#NiftyBank #BankNiftyOptions 
Bottom Line : BNF may struggle in crossing 33000 level. Market is still 'Sell on rise' and 33500 is safe level as of now. One can sell 33500 Call for next wk expiry with SL 33760. #Nifty #stockmarkets #stockmarketcrash #stockstowatch #OptionsTrading",1
"Funny how ETH forks are pumping right now during a time like this_ __
#Crypto #BearMarket #ETH #Bitcoin",1
#stockmarketcrash #LICIPO The retailers who were enticed to become share holders have this big question: Will #LIC come up with a free 'reverse debentures' policy to convert their equities into debt so that they stay insured against Mr. Market and his gyrations?!,1
Do people know what a crash is? lol This ain't it. #stockmarketcrash,1
"Anyone planning on buying the #NiftyDip ?
Signs of a #bearmarket or an opportunity for the long term ? 
#indianstockmarket",1
"$AMZN $NFLX on a free fall.
Looking to #buythedip on $DPRO &amp; $TSLA
#stockmarketcrash #trading",1
Food for thought. Focus on yourself. And accumulate @samoyedcoin under .01 during the bear market. Then be like - Wen $1. Accumulate 1 million. And be the dog god next dog bull run. @Shibtoken @dogecoin @Bitcoin #btc #Crypto #bearmarket #BitcoinCrash,1
"@tehseenp @MitaliLive  : Hold #LIC shares long term , like family Jewels ..... #LICListing #stockmarketcrash",1
#stockmarketcrash.. a lot of money is being lost but there's still so much to gain,1
"2022 Nifty will be in Range bound I have identified through trading view ____ BN will trend either on upside or down side. don't execpt 2021 ROI
#stockmarketcrash #StockMarketindia #investing",1
"They will crush your 401k, home__ value and then take your job to contain the price of milk.

#inflation #stockmarketcrash #gasprices #FederalReserve #oil #SPY #QQQ",1
"Been watching from afar on #NFT Twitter for a while now. The space has got a lot of growing to do. This crash will only help speed up this process.

To those stressing out, enjoy the dip, don't rush into anything and pick your moment. #BearMarket $ETH",1
$FDL is the Greatest #ETF in a #bearmarket because it generates steady returns with little volatility; I am tired of this market that seems to bottom and then continues to fall further so I entrust my assets to this guy as my main axis this year.,1
"Lol, market is going for a reversal once again. Newbies enjoy the ride. Fasten your seatbelts. Next stop 15950. 

#nifty #sensex #nse #StockMarketindia #stockmarketcrash #optiontrading #intradaytrading #intraday",1
"@KuroMetaverse Kuro 
The best have ever seen keep on going higher

#furryart 
#stockmarketcrash 
#HouseoftheDragon",1
"Okay , a short #cryptothread about how #bearmarket can influence the industry. 

From my point of view, there are as many good sides to it as there are bad.",1
"One of 2 things is happening. Either were in for a long fatass bear run_
Or this is the best discount you can get in crypto _¤£_¤£

#bearmarket #cryptotrading #HODL",1
@Ryan__Rigg Dark Pools are effectively unregulated stock exchanges being run by the same megabanks on Wall Street that blew up the U.S. financial system in 2008 and received the largest taxpayer bailout in U.S. history. #Darkpools #WallStreet #stockmarketcrash,1
"#Bhartiartl #Mahindra #LT stocks not much falling in this Market. 

Let's focus on. 

#stockstowatch #StocksInFocus #stockmarketcrash #StocksToTrade #sharemarket",1
Was the Fed bailing out stock investors or Washington D.C. and The 1 % with all the QE and lower interest rates. $FB $NVDA $ARKK $ARKG #Cryptocrash $XOP $DIS $AAPL $NVDA $QQQ #stockmarketcrash #NASDAQ $TSLA $BABA $KWEB $TLT #FOMC $MRNA $LABU $LABD $SPY $VIX $UNG #Bitcoin $FXI,1
Haha #TheBigRipoff is classic trump. Today__ big ripoff is the #stockmarketcrash,1
"$FREQ MARK MY WORDS_ Will be a penny stock sooner than later. Get the news first here always. Please don__ be dumb and ignore this. Advanced DD tells the truth on this one. ______ #stocks #stockmarketcrash A follow is one click away, the feed don__ lie.",1
"Projects must survive to beat the #bearmarket. Here's some tips__

__ Ensure your posts are eye capturing with art/visual/video/gif 
__Community growth is huge, make connections that will provide you longevity and support
__ï¸_ontinue to build. Builders are gonna make it",1
"@altcryptocom Look no farther than $YLD, a fantastic #utilitytoken, especially considering its performance in a #bearmarket.

A large boost in @YieldApp's #APY rate, as well as a 20% #APY if locked on the app before March 1st, are among the advantages of holding $YLD.",1
"Good Nuke Morning _

 #stockmarketcrash",1
"Maturity is when you realise you have to hold good shares and not sell.

#stockmarketcrash",1
"Stocks down,
Cryptos down,
Gold down,
All down,,
Even Brent oil is down.

Let's atleast COOL DOWN.
#Cryptocrash #Stay1 #stockmarketcrash #StockMarket",1
"I love getting ""52 week low"" notifications #stockmarketcrash",1
Why do all of you care what a CEO makes. They took the risk that none of you did. Put up time and capital. Is this really what y__ll talk about now? Some of you should step outside. More to life than Twitter __ #bearmarket #stackcash #unload #BIGBAG,1
"(7/7) The water, in this metaphor, is a mentality of scarcity.

The moral of the story?

Remember what you__e capable of. Remember that wealth is created first in the mind.

Keep swimming, Joes.

#cryptocurrency #bearmarket #Bitcoin",1
"Nifty 16247
Bank nifty 35228

Looking for some recovery tomorrow but remember volatility has to stay here for a while.

#RussiaUkraineCrisis #Nifty #banknifty #stockmarketcrash",1
"#BullMarket ends in euphoria; #BearMarket ends in Fear! 

Question for me to you #cryptocommunity are you all Bullish or Bearish on #crypto today June 2, 2022??

#commentbelow",1
Who have confidence they are buying some bargain prices also lots say some shares u can__ grab that prices so who are bought they are keep with confidence #CSE #stockmarketcrash #trading #markets,1
"The Rich will always get richer after a stock market crash or a recession.

Why? The Rich have the insight &amp; courage to BUY &amp; INVEST when everyone else is panicking, selling and abandoning the market.
#stockmarketcrash #investing #StockMarket #Bitcoin",1
"Bears chasing $1k $ETH and $20k $BTC. Market down by $1T over the last 5 weeks. Stay safe and remember that best deals happen in a bear market. This one will end as well sooner or later.
#Crypto #CryptoMarket #BTC #ETH #DeFi #GameFi #Web3 #Web5 #Metaverse #NFTs #bearmarket",1
"What's more popular?

#stockmarketcrash",1
The stock market is like starting to play monopoly when everyone else already has hotels. You can__ win! #AMCSqueeze #AMCSTOCK #GMESQUEEZE #stockmarketcrash,1
"Fridays (tomorrow) are often good for a rug pull, in the opposite way the week has been trending.  Could it start ealy? Sure, anything can happen. #stockmarketcrash #StockMarket",1
"The only people making live changing profits in crypto #bearmarket are the ones exchanging their #Bitcoin for quality altcoins! 
#HEX",1
GM Binconians!!!Today I'm buying a red T-shirt ... I'm starting to like the color ... ____ #bearmarket #Be1 #Crypto #NFTCommumity #NFTGaming #Sandbox,1
"Sunny days, as well as rainy days, are essential for growing trees! 

(...and bears are part of the forest, too) 

#Cryptocrash #keepbuidling #bearmarket",1
"19,864 #cryptocurrencies currently.

Only a handful of those will survive bear markets and future #regulations.

Choose wisely.

#Bitcoin #crypto #CryptoMarket #cryptocurrency #altcoins #alts #bearmarket #BullMarket #btc",1
"Who doesn't want to increase their company's profits?
Isn't that what we all do?
One of the reasons to increase your profitability is to franchise your firm.
#bitcoincrash #stockmarketcrash #Sensex #nifty #franchise #india #adani",1
"The next 7-odd trading sessions will offer tremendous opportunity for the long-term investor. Invest in good quality management in sunrise sectors.

#no_war #StopWar #RussiaUkraineConflict #stockmarketcrash",1
"In this Panic selling , Look for the scrips which are not falling or are strong.
Those will be first one to gain upside more likely!!
#nifty #stockmarketcrash",1
"If a company makes a good product that's never out of date, it can stay in business forever. -PETER LYNCH

#nifty50 #stockmarketcrash #StockMarket #investing #ETF",1
"#StockMarket #stockmarketcrash #StocksToBuy #SISI The share price is already too low, I think the valuation of SISI should not be so low, and with the acquisition of new companies this year, I am optimistic that the share price of SISI can rise.",1
"Things to do in a bear market

1. Build
2. Collab with teams who are building
3. Keep calm
4. Provide updates to the community and engage
5. Build!

#bearmarket #recession #CryptoMarket #Bitcoin #NFTs",1
@WastelanderZNFT Thank god for Building Teams still running projects and completing roadmaps as we enter the #BearMarket.  LFG !!!!,1
"Market crash coming up with Golden opportunities. I'm looking for more 10% fall in nifty in the coming month. Trade safe .

#stockmarketcrash",1
"TOP LOSERS
1-MTH Returns (%)

Jubilant FoodWorks   -83%
Future Retail               -47%
Indiabulls Ventures    -37%
Indiabulls Housing     -36%
Reliance Capital         -35%
.
#stockmarketcrash #StocksInFocus #investing",1
"Invest in yourself because its give you outstanding return RATHER THEN STOCK ALSO __ 
#bearmarket",1
"Created New Milestore for Yearly PnL
, Videos will come in next 1-2 weeks

#believe #stockmarketcrash",1
With all this talk about a #bearmarket I've decided to think long and hard about what's important for #DeFi  during these sideways times. I've come up with a  checklist and strategy to help me and you though these times of turbulence. NFA,1
"As Warren Buffet has mused, __f you have been playing poker for an hour and you still don__ know who the patsy is, you__e the patsy._ Similarly, when you buy story stocks, you are more often than not, the patsy!
#WarrenBuffett #stocks #stockmarketcrash #BerkshireHathaway",1
"You ever get into a trade and wish you went all-in a week ago later...? Yeah that's me rt __

$oxen $BTC #ALTS #ALTSEASON #BEARMARKET #BULLMARKET",1
"Le bear market crypto a dÃ©marrÃ© _§¸

Sauf surprise, il faut s'attendre _ aller chercher les anciens niveaux entre 12,000 et 22,000 avant le bull market qui se profile autour du  halving en 2024, en fonction des donnÃ©es historiques. 

#bearmarket #halving #bitcoin #crypto #dca",1
"New week new chances. Let__ go guys! 
#XRP #BTC #ETH #CSPR #Metaverse #NFT #Crypto #altcoin #Altcoins #Cryptocurrency #bearmarket #bullmarket",1
"I do love #bearmarket !
I buy a lot of cheap cryptos...
Instead of your tears punks !",1
"The markets are down, time to track your exposure to investors lawsuits.

We track them for you, follow us for updates on wins, losses, and settlements! Link in bio

#investors #crypto #stockmarketcrash #stocks",1
"TOP market movers: 
$EA +11.24(+10.07%)
$DRE +4.48(+9.04%)
$MRO +1.71(+7.01%)

BOTTOM market movers:
$DISH 2.34(-6.18%)
$SBNY -9.17(-4.2%)
$MELI -26.62(-3.44%)

#NASDAQ #stockmarketcrash #TRADINGTIPS",1
What__ got better growth potential #Bitcoin #ETH #BTC #altcoinseason #growth #stockmarketcrash,1
"Is there any such thing as a #bearmarket in #NFTs as well, or does it only apply only to the micros &amp; macros of a tokenized asset?",1
Another fun day in the market.  Thanks Joe Biden and Kamala Harris! #stockmarketcrash #Fintwit #stockmarket #nasdaq #inflation #monetarypolicy #midterms #lockthemup,1
"Good luck everyone, stay strong during the storm. Remember the sun will rise again. Until then, take care of yourself and keep in mind what is important. Love ya ALL ! #bearmarket",1
"@scapes_d what will #NFTs be like this year. So many seem to be buying many cos of the #bearmarket scare.

Maybe it's time to try some adult content NFTs like @SplashNFTs or #xxxNifty which were made for adult entertainment with the talk of a #Metaverse in the horizon",1
"Most of the tech stocks are down 70%. #Bitcoin doesn't look that bad from this perspective, right?

#bearmarket #Crypto #stockmarketcrash #cryptocurrency #cryptocrash",1
"@MetaMonstery @cadeinvests @AccentInvesting Navigating volatile markets is what Ghost Trader does best !!
#passiveincome #bearmarket",1
"Omo ehh the world dey experience wealth resuffling, Na people way  position well go smile las las.

#BearMarket2022",1
Money is made during bull market but Millionaires are made during the bear market. The smart ones are accumulating NOW unlike the fearful ones. Be smart. #cryptocurrency #Crypto #BearMarket2022 #btc #trade,1
"Stock market to new investor : kya sikhe munna ? 

Investor : yahi ki.. sahi samay pe profit book kar leni chahiye. 

#stockmarketcrash",1
"'Stock market thodi na koi rocket science hai, ye market sabka hai boss' 
These ads will be fun going forward. 
#stockmarket #ratehike #BullMarket #bearmarket #reporate #abbhisabkahaikyamarket #fintwit",1
We should all join together on telegram or discord for this #bearmarket and prepare next bullrun. I really want to do it.,1
"Aage jaakr log sell on rise karte jaayege aur market roz ek naya high banate jaayega

Data aur log sab badlege __

Trollers are always welcome _¤ï_

#stockmarketcrash #StockMarketindia #StockMarket #stockmarkets",1
#NFTCollections that do well during a #bearmarket are ones to watch __,1
"Why so much pump today in market? Did money moved from russian market to US and created short squeeze? 
#stockmarkets #stocks #stockmarketcrash $tsla #Tesla",1
And downward moves in ETFs like $SPY and $QQQ are even better opportunities for the long term investor #stockmarketcrash,1
"Good morning Degenz! __

Is our fellow Dropoutz now.....

#nft #nfts #nftcommunity #bearmarket",1
"The #bearmarket ain't so bad. It's a great time to buy cheap coins, but it's also a great time to start working on your #web3 projects. No one is going to pay you in crypto, so you might as well spend it on learning how to make your own projects!",1
"Kiev requests a meeting with Moscow. The global market takes a dive as Western countries ready their sanctions and restrictions in wake of an ""imminent"" invasion of #Ukraine 

#stockmarketcrash #Russia",1
"In such a volatile market to make #Trading easy and peaceful do buy both Call and Put of ITM strike price and enjoy the ride with predefined risk! 

#stockmarketcrash",1
"The Way Markets Behaving from 18000 to current levels of 16664 Looks Like We May C Nifty 15000 Soon... Expectations are too high _¤£_¤£________

#StockMarket #stocks #stockmarketcrash #stockmarketforbeginners #StockMarketindia",1
"They say these crashes are where people become wealthy, but I don't know what to invest in to turn my 10 bucks into a million.
#stockmarketcrash",1
"Eyeing the idea of a #stockmarketcrash with the Dow off 800 points.

Insane #gasprices and #inflation numbers 

Everyone should be looking at the #January6thCommittee as nothing more than a distraction or propaganda at its best.

#January6thHearings 
#January6thCommitteeHearings",1
"Be ready soon for the next bearish news from global cues.

We are going to be ultra bullish.

Market bid downside &gt;30% is not possible.

Upside and range bound will be 2022.

EV, Sugar, 5G n clean energy will work well.

#nifty50 #NIFTYFUTURE #stockmarketcrash 
#StockMarketindia",1
"Nifty - Char din ki chandni phir andheri raat
#Nifty #nifty50 #NIFTYFUTURE #trading #bearmarket",1
"Do you want to set yourself out from the competition?
Begin franchising your company.
One of the reasons to franchise your business is to gain an advantage over your competitors.
#bitcoincrash #stockmarketcrash #Sensex #nifty #franchise #India",1
"What's happening the past few months is a huge lesson for all of us! Keep calm, educate yourselves and #DYOR. Always remember to only invest what you can afford to lose. 
#Cryptocrash #terraluna #stockmarketcrash",1
"If you understand, how important is it to be prepared for such #dip or even #bearmarket with your #StableCoin , you will have #FinancialFreedom at your sight!
Never too late to start learning!

Im shivering for the chance to buy $ROSE at $0,20 $NEAR at $8 or #BTC at $30-35k range",1
"2000 - 2002 - The dot-com bubble
2007 - 2008 - The housing bubble
2022 - 2023 - Have we already agreed on the name? 
Great #tech #stock bubble? 

#marketcrash #Cryptocrash #Recession #bearmarket",1
don't catch falling knives #stockmarketcrash,1
"#stockmarketcrash 

At this time Indian Equity market is not a cheap at all.

Interest Rate will go up. FD will be the Best and you will outperform Equity at least couple of Years. 

In Equity , Valuation Matters .",1
"In a Bear Market, 
Not taking a loss is also a profit!!! 

#stockmarketcrash #StockMarket #stocks",1
#StocksToBuy #stockmarkets #stockmarketcrash Great news for BA! 1- Future incidents will put the blame on the FAA. 2- This means the 787 are ready for cert. 3- The door problem is solved on the 787. 4- Nobody was expecting the 787 to be ready for delivery now. Is just noise!,1
"If you are not willing to sell at profit, prepared to sell with loss or no profit.

#sensex #Nifty #bearmarket #buythedip",1
"Dipping the Dip at the deepest Dip is the Stock Market trend now..... 
One guarantee is, it__ never out of surprises, it__ Valentines Day after all !
#stockmarketcrash #DowJones #Futures #CrudeOil #Trader #Crypto #altcoins",1
"Shop for the bargains in all market:- Rich Dad Poor Dad
So true for today's market fall.
#buythedip #bearmarket",1
It isn__ a true #bearmarket until your friends and family start laughing at you and claiming #crypto was a big ponzi scheme. _____,1
All my Put options expired on 1/21/2022 and the #stockmarketcrash was like 1 - 2 days later _¤£_¤£_¤£,1
Like I said - #bearmarket __,1
"&lt;100 @FlowerFamNFT listed, in a bear market, and $honeycoin doing incredibly well in a bear market - get your flowers before the price skyrockets!

#FFAM #NFTs #bearmarket #passiveincome",1
How can America and Europe share gas. I Canada doesn__ need any anytime soon #stockmarketcrash,1
"I would advise not using the #stockmarketcrash as a topic for small talk. 
Also, probably smart to avoid talking about the 
@MapleLeafs
 to Leafs fan too.

Stick to the weather. Weather is nice.",1
yes please and thank you __  #stockmarketcrash,1
"We need MSP (minimum support price) for the #StockMarket 
.
.
#StockMarketIndia #StockMarketCrash #Nifty #Sensex #Investing #Trading #BankNifty",1
"Bear market has potential to make wealth for generations.

Things you need to do 

_ Never stops your SIP

_ Invest lumpsum amount
      In quality business

      And keep patience now.

#investing #blockchain #bearmarket",1
"No one can predicts market's bottom or top. I follow staggered buying strategy during market crash or big fall &amp; this has delivered great results for me. If I have to buy 1000 stocks I buy 20-25% stocks after every 520% fall in stock price.
#StockMarketindia #stockmarketcrash",1
"One guy says: ""To invest any hope of a legal or political solution is just delusional. They are waging war against the American National."" #stockmarketcrash",1
"The market never does what the masses expect. This is why I was confused, because I knew we were heading into a bear. It seemed like everyone else did too, which was the issue. I'm glad I finally reconciled it.  #economy #bearmarket 1/2",1
"One of the best skills to learn &amp; develop is F&amp;O Trading.
You have an option to earn (pun unintentional) irrespective of the market going up or down.
#trading #stockmarketcrash 
Enough free and budget resources to learn this.",1
"#stockmarketcrash Markets have been falling in the order we believed. At this point both #NASDAQ100 #SP500 are down at least 10% =Correction territory- and #DowJones is about to enter Correction as well.
  Ultimately, all will fall 20% into a BEAR -MARKET.",1
"It's not about having the perfect relationship...
It's about finding someone who matches you and will go through everything with you, without giving up
#MJInnocent #Bitcoin #BIGBANG #XboxBethesda #stockmarketcrash #BTSFESTA2022",1
Will $NEAR be in the top 10? Is it a good investment? #cryptocurrency  Will it survive the #BearMarket ? #cryptotrading,1
"#Markets crack

__Sensex sinks 1000 pts, Nifty down 350 pts

__Fall in line with Asian markets, Japanese shares down 2%

__Fears of a Russian attack on Ukraine led major global indexes to plunge

#stockmarketcrash #RussiaUkraineCrisis",1
#InflationPantry challenge. You must use at least 4 things from your pantry and/or fridge close to the expiration date to create a meal. No buying anything new. #inflation #stockmarketcrash,1
"US Markets in free fall as investors sell everything !!
Why it matters: The Fed__ laser-focus on taming inflation has caused jitters for investors in virtually every key asset class.
#stockmarketcrash",1
"New definition of generational wealth: It will take a few generations to make it all back
#crypto #nfts #trading #bearmarket #Cryptocrash",1
im happy that my tweets work #oil #sell #bearmarket,1
Buying commodities should give better results than buying stocks at 52 wk low for short term traders atm. #commodityshock #stockmarketcrash #investing,1
"The only thing I'm interested in regarding #Russia and #Ukraine is the #StockMarketCrash 
Buy! Buy! Buy!",1
"2/2

Reasons : 
High Inflation Rate
Over Valued Market
U.S Interest Rate Hikes 
Geo-Political Issues 

I Repeat, Be Cautious !!

#bearmarket #BullMarket",1
"Some time ago I sold my stocks to buy jeans, now I think it was a good decision, at least I got the jeans.

 #stockmarketcrash",1
"Bargaining hunting like a drug fix. Try it, will work in very near term. Trend remains DOWN. Play the tape and follow G201 picks. SP+ tags above 87: NCLH, XOM, EQRX, AA, X,AXP,CNC,CRSP.. SP- tags above 74: SEO,CF,DOWMDC,OLN,OC,RBLX,WLK. 

#stockmarketcrash  #stockpicks",1
"You know you're in a #bearmarket...

when you need to look at the 1h time frame to see #bitcoin still respect the bollinger bands...",1
"New traders: yes, stocks do go up and down.  Stop being so whinny...

#stockmarketcrash #StockMarket",1
"Everyone is blaming one guy (Biden), but we as Americans need to point the finger at all politician's, period. They protect the hedge funds, market makers, and the banks, while feeding all of us the illusion of a free and fair market. #Wewantfairmarkets #stockmarketcrash",1
"Red is the colour __
Happy valentine's day __
#stockmarketcrash",1
Another market sell off.. Thanks Joe. Nancy &amp; Chuck appreciate it.. #BidenIsALaughingstock . #stockmarketcrash,1
"What's your investing principles? I had half of my portfolio ready to sell this morning to prepare for ""the fall"". I canceled the sale 5 minutes before market opened because I remembered. I'm a long term investor, not a trader.
#buythedip #stockmarketcrash #stockmarkets #HODL",1
"If the #US is lured into war with #Russia and Russia wins, the last place you__l want to be is in the Dollar. Own some Gold/Silver/#Bitcoin #stockmarketcrash #stocks #economy #altcoins #CNBC",1
"When #US #Treasuries and #Bunds finally get a bid, amid a huge #hiking cycle from the #FED that's about to begin and a soaring #inflation: you know that #stocks are in real trouble...

#Markets #Trading #stockmarketcrash #StockMarket #SPX #SPY #ES_F $SPX $SPY #NQ_F",1
Where are we going to find support for Bitcoin #btc? Is this the bottom line? #Cryptocrash #cryptocurrency #ETH #altcoin #bearrish #bearmarket #HODL,1
@Disney should hire @christuckerreal Chris Tucker like a Rush Hour Mulan. #ideas #concept #stockmarketcrash #Paramount,1
Now we must believe in extended market cycles to be profitable __ #Bitcoin #cryptotrading #Crypto #bearmarket #WhenMoon,1
I dont know who needs to hear this but Im actually green on the day right now. __ Scraping for penny profits at this point. But green is green! #stockmarketcrash __________,1
I wish my weight was at a 52 week low. #stockmarketcrash,1
This is beginning to feel like the Great Depression pt 2! #Depression #CostOfLivingCrisis #inflation #stockmarketcrash,1
"Do Nothing During a Market Crash. If you believe in your investing strategy and your current portfolio assets, don__ change your plans unless you have a good reason. When you built your_portfolio. 

#Nifty #NIFTYFUTURE
#Niftybank #niftyOptions #stockmarketcrash #stockmarketnews",1
"bhai kitna investment karonge, market ka to kaam hi hai girna aur uthna, better you invest in good stocks anytime. #stockmarketcrash #investment #BSE",1
"The great #DAO exodus is about to begin. 

#bearmarket is about to destroy 30-50% of DAO treasuries, leading to a devastating cycle since contributors won't get paid, meaning progress will grind to a halt. 

To the DAOs with solid visions and good treasury management, #WAGMI",1
"Finish the sentence â¬__

I know it__ a __ market because_

 #stockmarketcrash #cryptocurrency",1
"starting DCA, if will get...any trade that does 20-30%+ will cash out the initial investment and let the profit portion run long term till 2024 bitcoin halving

#btc #crypto #bearmarket",1
"Quick #BearMarket Trading tips:

Rule 1:Be very strict about limiting your losses | 520% max

Rule 2: Don__ bet against the trends 

Rule 3: Take small wins | they add up",1
"@rovercrc $SYS will survive the #bearmarket 

I've been following @Syscoin for a while, and it appears that the community and project are gaining more traction than ever before. 

It's fantastic!

#SmartContracts",1
"Markets are instruments for transferring wealth 
Thats all they are 

Learn how to play those instruments and you'll change your life aswel as all those around you 
The money is made in the #bearmarket 
Q2 2023 we will be recovering mostly 
Could be that cycles speed up",1
"The sadistic pleasure some veterans are having, watching this fall is amusing.

It is their ""Maine Bola Tha"" moment.

#Nifty 
#Markets 
#stockmarketcrash",1
"Toady in stock market, circuit is the savior, Thank God Thank Sebi #stockmarketcrash #stocks",1
"Woke up with the news of #stockmarketcrash and #worldwar3 

Are with done with #COVID19 already ?
Ready for new #war __",1
These #stockmarketcrash tweets are hilarious. Gotta love that dark humour ____,1
"Tormenta perfecta, alta inflaciÃ³n, polÃ­tica restrictiva, cierres en China, guerra, cadenas de suministro, virus, claramente incrementan la probabilidad de una recesiÃ³n econÃ³mica,  principales Ã­ndices y bitcoin en caÃ­da, atenciÃ³n a su plataforma de confianza #stockmarketcrash",1
"During a #bearmarket high quality projects will survive. The ones that are building and innovating withouth the noise of a bullrun are the real deal.

Hype is over and #fundamentals are finally as  important as they should be __

@radixdlt $XRD #NFA _

#radix4thewin #radix",1
"Everyone is asking what we should during #stockmarketcrash ?
You have 2 options
1.If you have extra money invest and buy more shares at less cost
2.If you don't have money sit and enjoy your life instead of getting worried about the crash.
*In long run it will never let you down",1
"WhIlE ThE #dOwJoNeS IsN'T OfFiCiAlLy iN A #bEaRmArKeT, iTs 19.1% dEcLiNe hAs aLrEaDy sEt a rEcOrD. tHe dOw dRoPpEd 11 OuT Of 12 WeEkS, bReAkInG ThE ReCoRd oF FaLlInG 10 oUt oF 11 wEeKs bAcK In 1929. tHaT BeGaN ThE GrEaT #dEpReSsIoN. tHiS BeGiNs a gReAtEr iNfLaTiOnArY DePrEsSiOn.",1
I love it when the market sells off like its the end of the world :)) #stockmarketcrash,1
"Top was in when people were calling for $10,000 $ETH lol #crypto #bearmarket",1
"Most trending person on #Twitter is #ElonMusk,everyday he has been blame or praise 4 something-but he have good quality-always listen his criticism-may be it ll give boost him to shine up more @elonmusk @dogecoin @BillyM2k @MattWallace888 @Tesla #Bitcoin #Crypto #stockmarketcrash",1
"@dailywishind 
#investing #stockmarketcrash #stock #OptionsTrading #retailinflation 

200 points up mil raha hai retailers exit ka socho. 

Inflation koi rato rato theek nahi ho sakti. 
RBI ne next policy 8th June ko 0.75% increase karna hai. 

Kaha per accha hai.",1
"Keep Calm, stay invested.. this too shall pass !!! 

To all the first time investors who started investing since 2022. 

#stockmarketcrash #investing #investment #markets #finance #Share",1
There__ a weird feeling in the air right now_. Seems like everyone in Trader Joe__ has a mutual understanding that the world is going to end #BearMarket2022,1
"Gmgmg 
Praying 4 ppl who are on retirement today. where $100 could affect thier lifestyle. #stockmarketcrash #BitcoinCrash",1
"Investing on dips is a good thing.

But don't exhaust your emergency fund, or take loans. 

#stockmarketcrash",1
"Haven't sold anything. I'm still degen yield farming at 1700% and gonna spend the day with the family.

PEACE!

#cryptotwitter #BitcoinCrash #cryptocrash2022 #stockmarketcrash",1
"It's official: #SPX now off &gt;20% from ATH not quite 5 months ago. #bearmarket 

If you're in *spending* mode this is why you keep cash on hand even when market seems like it's just going up. 

If you're in *saving* mode you're future just got a little bit brighter.",1
I don't how you guys  two weeks ago I  turner 1 #eth into #USDtether .I Believe in #StableCoin  safety net. Prepare for the #bearmarket,1
Have you ever wondered what free falling feels like? #stockmarketcrash #Crypto #DownDown #hashtag,1
Dow Jones and Nasdaq each showing fall of more than 3%. S&amp;P 500 entered bear market territory today. Dark Times ahead. Save your position and do not invest too much now. #NASDAQ #DowJones #stockmarketcrash #Nifty,1
@cameron_stoner @bears_deluxe @MarineMarauderz all in on the @MarineMarauderz my guy love this project and it will explode in the #NFTCommunity just like the @bears_deluxe did #NFTs are here to stay #bearmarket or not,1
"How are we feeling today pals?
#bearmarket #cryptocurrency #crypto #Bitcoin",1
"Diwali sale in June. Stocks available at heavily discounted price.
 #stockmarketcrash",1
"ANOTHER 20% INVESTMENT DAY.. THE OPPORTUNITIES ARE COMING THIK AND FAST
#BankNiftyOptions #stockmarketcrash #Markets #nifty50 #sensex",1
"I hope everyone parked their retirement savings __

#stockmarketcrash",1
"Biden__ speech will rescue the crashing, rigged stock market. I haven__ found any good reason it suddenly crashed today, except that __hey_ couldn__ pump it from the current level, it needed to drop a bit. $SPY $QQQ $DIA #stockmarketcrash #Traders",1
"If this ain__ the bottom, I don__ even want to see the bottom!

#stockmarketcrash",1
@Hexadorian5555 This how Frosty goes through the #bearmarket LOL,1
@RohanJT @cz_binance @cz_binance literally all reports are well analyzed because #bnb #BUSD #BNBChain  did well in recent weeks even in the #bearmarket #Binance #Bitcoin,1
"So much #FUD and talk of #bearmarket.  Only reminds me 90% of traders are unsuccessful. 
#Bitcoin is 100% successful.
#BTC",1
"In a recent interview, @saylor has pointed out that despite the current #BearMarket, #BTC will shoot up to $1 million. ____ According to him, #BTC is truly a unique asset in terms of #adoption and #security.

__ Do you agree? Share your views â¬__",1
"Companies performing well ___

Stock price going down ___

Me loading up on more ___

#investing #investor #stockmarket #bearmarket",1
Now its time to buy shares after the #stockmarketcrash today !,1
"Does anyone know if $gme and $amc will decline tomorrow?
Because I'm going all in, meaning all my card limits, so please be honest.

#gme #amc #StockMarket #stockmarketcrash $amc $gme",1
"Even in a Bear Market Unapologetic Apes are worth the $$$ they cost to purchase one. 
We offer our Buyers more than amazing art. 
We offer a community like no other!
Long Term Plans for a Long Term #HODL 

#NFTCommunity #NFTGiveaway #NFT #cryptocurrency #CryptoMarket #BearMarket",1
"This time gotto be different! Won__ be any years long bear market or that repetitions of previous market cycles. Atleast not when everybody is certain and thinks it__ inevitable.
#Bitcoin #bearmarket",1
"Helping you build the life you deserve to live! We__e here for the long haul! 

Join us today at 12 pm PST for some much needed Moody-tation! #nft #bearmarket #mentalhealth #nftstress #NFTCommmunity",1
"#WWIII #worldwar3 #UkraineRussie #Russia #stockmarketcrash #Putin #UkraineRussiaCrisis 

I hope the Ukrainians doesn't try to set up the terms of surrender with Russians at Chernobyl.",1
